날짜,호선,역명,구분,06시-07시,07시-08시,08시-09시,09시-10시,10시-11시,11시-12시,12시-13시,13시-14시,14시-15시,15시-16시,16시-17시,17시-18시,18시-19시,19시-20시,20시-21시,21시-22시,22시-23시,23시-24시
2024-07-01,8호선,잠실(송파구청),하차,454,1505,3706,1900,1179,1077,1060,1005,905,875,920,1274,1615,800,416,284,231,118
2024-07-02,2호선,잠실(송파구청),승차,2305,5717,7541,4898,2882,2545,2648,2667,2989,3730,4229,6039,8644,5307,4894,4039,2305,846
2024-07-02,2호선,잠실(송파구청),하차,1319,3519,7523,6530,3973,3271,3571,3230,3089,3488,4070,6182,8771,5553,3409,2803,2806,1114
2024-07-02,8호선,잠실(송파구청),승차,209,450,565,413,357,496,518,654,883,1031,1299,1838,3091,1493,1306,1141,769,235
2024-07-02,8호선,잠실(송파구청),하차,452,1606,3823,2312,1221,1107,925,1002,843,776,887,1167,1442,708,432,261,182,123
2024-07-03,2호선,잠실(송파구청),승차,2465,5876,7468,5072,2892,2683,2962,3235,3585,4024,5088,7215,9078,5516,5654,4903,2942,1153
2024-07-03,2호선,잠실(송파구청),하차,1218,3685,7720,5831,4159,3750,3468,3784,3739,4348,4713,6607,9835,6352,3700,3267,3550,1857
2024-07-03,8호선,잠실(송파구청),승차,195,463,550,370,372,501,552,742,882,1055,1346,1903,2903,1520,1514,1430,935,303
2024-07-03,8호선,잠실(송파구청),하차,452,1527,3744,1969,1173,1149,1029,970,938,1040,1058,1327,1815,820,459,310,233,124
2024-07-04,2호선,잠실(송파구청),승차,2388,5778,7701,5218,3292,2891,3221,3378,3370,4445,5284,7194,9379,5685,5634,5018,2953,934
2024-07-04,2호선,잠실(송파구청),하차,1288,3574,8048,6437,4436,4026,3850,3749,3934,4147,4781,7123,9819,6045,3813,3505,3761,1535
2024-07-04,8호선,잠실(송파구청),승차,202,424,572,389,388,494,558,660,835,1145,1374,1945,2899,1642,1353,1372,1037,287
2024-07-04,8호선,잠실(송파구청),하차,453,1563,3775,1944,1275,1027,1095,1049,958,980,977,1427,1760,819,523,338,279,119
2024-07-05,2호선,잠실(송파구청),승차,2140,5616,7461,4972,3114,2892,3419,3628,4124,4986,5804,7300,9055,5624,5206,5554,4521,1530
2024-07-05,2호선,잠실(송파구청),하차,1169,3229,6936,5697,4175,4113,4153,4109,4296,4720,5902,7331,11210,6353,3908,3575,3445,2063
2024-07-05,8호선,잠실(송파구청),승차,198,429,543,384,363,523,661,812,985,1218,1528,1998,2745,1561,1364,1452,1187,463
2024-07-05,8호선,잠실(송파구청),하차,418,1416,3590,1975,1182,1326,1158,1121,1014,1092,1244,1676,2276,1088,570,388,325,176
2024-07-06,2호선,잠실(송파구청),승차,826,1111,2237,2696,2829,3682,4193,4643,5021,5660,6704,7132,6177,5291,5939,5566,3523,978
2024-07-06,2호선,잠실(송파구청),하차,898,1198,2126,4005,4639,5463,5474,6270,6343,6153,6526,5876,4455,3436,2909,2902,2527,1498
2024-07-06,8호선,잠실(송파구청),승차,101,134,225,295,328,535,693,863,1146,1334,1642,1787,1675,1447,1607,1520,1100,372
2024-07-06,8호선,잠실(송파구청),하차,247,345,697,975,1309,1859,1844,1902,1870,1674,1648,1324,1069,684,447,335,246,141
2024-07-07,2호선,잠실(송파구청),승차,532,626,1236,1952,2141,2673,3385,3574,4082,4489,5310,5365,5055,4435,5483,4476,2275,632
2024-07-07,2호선,잠실(송파구청),하차,663,985,1881,3291,3507,4074,4522,4736,4416,4396,4071,4340,3676,2918,2410,2182,1719,927
2024-07-07,8호선,잠실(송파구청),승차,66,94,124,209,244,368,527,629,878,1060,1294,1433,1520,1293,1408,1294,675,197
2024-07-07,8호선,잠실(송파구청),하차,144,233,524,788,1009,1410,1365,1519,1384,1113,1154,1114,797,523,363,242,154,63
2024-07-08,2호선,잠실(송파구청),승차,1993,5464,7833,5121,2774,2547,2543,2715,2864,3423,4162,5772,8305,4930,4138,3974,2323,845
2024-07-08,2호선,잠실(송파구청),하차,1300,3478,7153,4947,3474,3406,3279,3203,3200,3591,3918,5898,8951,5745,3543,2752,2574,1070
2024-07-08,8호선,잠실(송파구청),승차,181,381,635,375,359,436,531,632,813,1050,1154,1722,2900,1502,1192,1145,758,232
2024-07-08,8호선,잠실(송파구청),하차,484,1469,3577,1700,1036,968,1030,947,832,859,861,1124,1517,750,423,262,198,85
2024-07-09,2호선,잠실(송파구청),승차,2532,6184,7790,5143,2974,2660,2904,3266,3317,4085,4889,6586,9081,5599,5001,4365,2998,836
2024-07-09,2호선,잠실(송파구청),하차,1313,3611,7510,6105,4247,3914,3343,3814,3421,3741,4733,6485,9542,6176,3536,3651,3158,1333
2024-07-09,8호선,잠실(송파구청),승차,189,484,627,375,368,453,562,669,791,1103,1282,1776,2810,1573,1396,1196,959,286
2024-07-09,8호선,잠실(송파구청),하차,461,1535,3726,1963,1176,1038,1034,895,816,907,880,1301,1643,805,423,291,236,142
2024-07-10,2호선,잠실(송파구청),승차,2369,5998,7824,5242,2977,2702,3172,3176,3594,4003,5026,7240,9147,5489,5385,5048,3257,1110
2024-07-10,2호선,잠실(송파구청),하차,1231,3664,7722,6274,4280,3678,3510,3808,3520,4127,4724,7160,10109,6215,3562,3528,3773,1667
2024-07-10,8호선,잠실(송파구청),승차,196,472,587,365,360,511,648,767,887,1128,1284,1944,2888,1465,1376,1352,994,318
2024-07-10,8호선,잠실(송파구청),하차,477,1486,3731,2029,1227,1065,1001,982,936,957,1078,1343,1843,884,501,325,238,123
2024-07-11,2호선,잠실(송파구청),승차,2270,6042,7603,5446,3136,2990,3097,3455,3391,4733,5273,7559,9092,5632,5861,5445,3807,1217
2024-07-11,2호선,잠실(송파구청),하차,1297,3595,7583,6859,4665,3987,3734,3849,3737,4507,4997,7094,9853,6449,3909,3698,3975,1750
2024-07-11,8호선,잠실(송파구청),승차,185,433,565,419,366,513,584,645,931,1125,1343,1916,2745,1501,1440,1319,1124,350
2024-07-11,8호선,잠실(송파구청),하차,454,1472,3695,1860,1378,1133,1027,915,963,907,1000,1441,1825,973,483,338,277,145
2024-07-12,2호선,잠실(송파구청),승차,2159,5667,7414,5122,2978,2889,3275,3457,3878,4815,6286,8404,9036,5709,5346,5394,5490,1703
2024-07-12,2호선,잠실(송파구청),하차,1344,3250,6872,5399,4449,4008,3665,4040,4545,4893,6156,8053,10869,6520,3597,3399,4322,2182
2024-07-12,8호선,잠실(송파구청),승차,191,467,558,362,421,532,635,748,967,1395,1521,2073,2619,1569,1364,1414,1369,386
2024-07-12,8호선,잠실(송파구청),하차,433,1420,3325,2101,1203,1168,1351,1178,1004,1129,1217,1699,2258,1199,510,379,306,220
2024-07-13,2호선,잠실(송파구청),승차,965,1170,2224,2766,2878,3577,4452,4502,5290,6380,8025,7960,6548,5847,6870,6990,4763,1272
2024-07-13,2호선,잠실(송파구청),하차,1023,1237,2441,3944,5275,5633,6144,6516,6262,7324,6875,6858,4802,3722,3259,3294,3775,1840
2024-07-13,8호선,잠실(송파구청),승차,111,128,208,296,338,520,663,808,1082,1550,1678,1679,1732,1447,1554,1568,1133,394
2024-07-13,8호선,잠실(송파구청),하차,256,378,685,1039,1446,1940,1691,2104,1831,1817,1866,1687,1083,703,466,370,277,148
2024-07-14,2호선,잠실(송파구청),승차,571,723,1313,1855,2202,2643,3290,3675,4457,5377,6139,5135,5040,4618,6062,5350,2663,722
2024-07-14,2호선,잠실(송파구청),하차,702,939,1837,3338,3643,4001,4696,4993,4844,4773,4895,4252,3682,2992,3575,2500,1890,908
2024-07-14,8호선,잠실(송파구청),승차,86,91,129,187,251,343,575,704,924,1104,1383,1385,1316,1163,1376,1219,680,255
2024-07-14,8호선,잠실(송파구청),하차,135,258,577,744,1054,1320,1397,1572,1524,1345,1340,1006,747,517,350,243,145,80
2024-07-15,2호선,잠실(송파구청),승차,2202,5799,7865,5186,2861,2956,2721,3064,3242,3824,4705,6431,8834,5459,5312,4619,2697,918
2024-07-15,2호선,잠실(송파구청),하차,1298,3606,7342,5650,4329,3973,3607,3398,3524,3922,4618,6376,9756,6072,3806,3241,2696,1300
2024-07-15,8호선,잠실(송파구청),승차,177,424,591,406,385,517,497,650,810,1135,1220,1799,2959,1452,1283,1145,813,228
2024-07-15,8호선,잠실(송파구청),하차,459,1479,3625,1874,1214,1106,1020,878,818,937,937,1212,1513,747,440,294,200,109
2024-07-16,2호선,잠실(송파구청),승차,2305,5982,7708,5438,3035,2691,2871,3226,3427,4033,4938,6539,8630,5798,5255,4399,3800,886
2024-07-16,2호선,잠실(송파구청),하차,1275,3590,7926,6100,4309,3914,3565,3382,3348,3775,4727,6817,9911,6249,3435,3022,3128,1413
2024-07-16,8호선,잠실(송파구청),승차,199,429,556,405,384,551,601,726,786,1216,1415,1803,2961,1526,1308,1324,931,245
2024-07-16,8호선,잠실(송파구청),하차,456,1514,3747,2142,1317,1056,958,997,780,795,1007,1341,1694,882,440,291,243,123
2024-07-17,2호선,잠실(송파구청),승차,2110,5392,7295,4540,3175,2851,2952,3037,3236,3931,4829,6733,8538,5164,4783,4164,3226,1004
2024-07-17,2호선,잠실(송파구청),하차,1238,3459,7770,5956,4108,3506,3037,3495,3373,3814,4219,6125,9757,5456,3467,3295,3141,1321
2024-07-17,8호선,잠실(송파구청),승차,199,417,608,374,330,459,591,667,875,1039,1227,1808,2816,1367,1257,1298,870,325
2024-07-17,8호선,잠실(송파구청),하차,468,1441,3770,2089,1183,1063,862,960,794,895,943,1254,1670,707,450,273,230,118
2024-07-18,2호선,잠실(송파구청),승차,1945,5156,7139,5139,3029,2731,2807,2893,3088,3695,4525,6667,8446,5297,5246,4693,3207,1044
2024-07-18,2호선,잠실(송파구청),하차,1213,3391,7572,6113,4160,3627,3422,3105,3375,3647,4322,6610,8999,6264,3337,3018,3147,1733
2024-07-18,8호선,잠실(송파구청),승차,176,397,606,391,355,469,477,645,789,1063,1169,1776,2717,1358,1392,1380,904,289
2024-07-18,8호선,잠실(송파구청),하차,488,1452,3725,1975,1275,990,923,908,875,829,900,1277,1698,770,481,307,224,126
2024-07-19,2호선,잠실(송파구청),승차,2310,5671,7500,4774,2982,3348,3683,3815,4059,4791,6354,8709,9553,5847,5487,5359,4909,1489
2024-07-19,2호선,잠실(송파구청),하차,1172,3337,7194,5912,4508,4627,4605,4508,4527,5133,5561,8003,10406,6572,3854,3527,4087,2335
2024-07-19,8호선,잠실(송파구청),승차,190,457,583,351,349,557,705,810,1032,1311,1559,2137,2790,1493,1396,1457,1229,493
2024-07-19,8호선,잠실(송파구청),하차,425,1383,3439,1810,1336,1158,1328,1189,1108,1165,1271,1615,2263,1106,544,423,287,186
2024-07-20,2호선,잠실(송파구청),승차,861,1103,2109,2522,2740,3555,3999,4278,4816,5551,7022,6863,5764,5702,6162,6193,3710,1027
2024-07-20,2호선,잠실(송파구청),하차,943,1347,2338,3827,4313,5197,6016,5595,6148,6060,5967,5820,4670,3963,3195,3306,2389,1509
2024-07-20,8호선,잠실(송파구청),승차,103,112,210,281,303,515,590,726,983,1252,1601,1676,1545,1667,1602,1587,965,333
2024-07-20,8호선,잠실(송파구청),하차,247,341,635,1015,1374,1573,1563,1840,1686,1370,1543,1382,939,788,443,334,213,133
2024-07-21,2호선,잠실(송파구청),승차,523,673,1213,1698,1883,2368,3132,3398,3851,4755,5413,5060,4786,4439,5513,4547,2333,725
2024-07-21,2호선,잠실(송파구청),하차,524,767,1793,3154,3088,3875,4038,4401,4690,4624,4264,3938,3478,2785,3008,2392,1783,1169
2024-07-21,8호선,잠실(송파구청),승차,69,85,130,177,192,319,488,564,825,1146,1268,1305,1233,1080,1322,1192,660,207
2024-07-21,8호선,잠실(송파구청),하차,150,234,529,703,934,1265,1243,1388,1317,1306,1268,954,679,496,337,228,136,80
2024-07-22,2호선,잠실(송파구청),승차,1991,5511,7632,5159,2988,2542,2906,2947,3198,3650,4457,6226,8403,5375,5591,4354,2663,746
2024-07-22,2호선,잠실(송파구청),하차,1307,3338,7176,5959,4468,3906,3590,3293,3495,3742,4372,6350,9288,5969,3706,3089,2599,1084
2024-07-22,8호선,잠실(송파구청),승차,164,365,568,383,384,467,502,584,765,1084,1162,1778,2844,1465,1351,1198,949,198
2024-07-22,8호선,잠실(송파구청),하차,428,1480,3489,1833,1129,1099,999,904,884,906,866,1156,1637,754,431,268,185,81
2024-07-23,2호선,잠실(송파구청),승차,2184,5725,7571,5229,3058,2736,2902,3324,3390,3987,5079,6707,8906,5450,5437,5034,3862,1046
2024-07-23,2호선,잠실(송파구청),하차,1259,3532,7773,6068,4345,4063,3499,3626,3611,3797,4703,6627,9973,6437,3792,3411,3164,1482
2024-07-23,8호선,잠실(송파구청),승차,184,435,611,398,379,469,519,644,774,1041,1273,1743,2802,1526,1267,1246,870,257
2024-07-23,8호선,잠실(송파구청),하차,471,1449,3659,1929,1128,1168,907,1000,774,828,927,1286,1733,833,456,283,247,134
2024-07-24,2호선,잠실(송파구청),승차,1936,5288,7626,5513,3256,3039,3259,3290,3568,4273,5006,7010,9007,5676,5784,5250,3437,1204
2024-07-24,2호선,잠실(송파구청),하차,1254,3493,7615,6486,4313,3707,3736,3782,3904,4003,5133,6946,9975,6486,3812,3524,3539,1653
2024-07-24,8호선,잠실(송파구청),승차,172,412,568,399,384,508,596,668,864,1099,1425,1813,2783,1559,1457,1454,1032,312
2024-07-24,8호선,잠실(송파구청),하차,436,1441,3628,2115,1199,1142,1019,1052,995,973,1057,1344,1834,829,483,358,260,153
2024-07-25,2호선,잠실(송파구청),승차,2204,5888,7668,5328,3085,3079,3267,3631,3793,4345,5795,7878,9246,6049,6355,5891,3560,1043
2024-07-25,2호선,잠실(송파구청),하차,1254,3468,7972,6847,5046,4311,4058,4078,3830,4275,5111,7149,10398,6109,3941,4135,3789,1735
2024-07-25,8호선,잠실(송파구청),승차,184,405,595,414,396,492,650,772,864,1242,1415,1969,2697,1456,1452,1694,1080,318
2024-07-25,8호선,잠실(송파구청),하차,459,1431,3604,2001,1306,1204,1104,1066,1029,1014,1007,1346,1831,819,499,372,280,158
2024-07-26,2호선,잠실(송파구청),승차,2149,5710,7394,4526,3022,3020,3405,3670,4048,5018,6352,8120,9140,5919,5553,5313,4660,1427
2024-07-26,2호선,잠실(송파구청),하차,1248,3195,6952,5622,4549,4490,4323,4534,4536,4695,5857,8114,10648,6269,3646,3199,3449,1850
2024-07-26,8호선,잠실(송파구청),승차,179,401,575,364,359,549,608,749,920,1277,1783,2075,2637,1482,1396,1556,1092,384
2024-07-26,8호선,잠실(송파구청),하차,446,1275,3258,1797,1288,1230,1206,1126,1079,1134,1269,1820,2076,1115,474,361,215,174
2024-07-27,2호선,잠실(송파구청),승차,919,1085,2084,2598,2678,3595,3822,4262,4929,5312,7573,6996,6181,5314,5973,6198,4438,1155
2024-07-27,2호선,잠실(송파구청),하차,1012,1371,2480,3822,4540,5221,6093,6184,6030,5614,6204,6803,5011,3254,2736,2644,2431,1669
2024-07-27,8호선,잠실(송파구청),승차,98,124,209,254,311,508,670,758,1169,1360,1625,1653,1503,1234,1499,1558,1064,391
2024-07-27,8호선,잠실(송파구청),하차,254,382,699,996,1337,1680,1568,1695,1673,1511,1537,1430,1094,660,503,314,203,134
2024-07-28,2호선,잠실(송파구청),승차,542,652,1189,1703,1864,2350,2868,3532,4161,4906,5534,5423,5066,4609,5503,5589,3256,725
2024-07-28,2호선,잠실(송파구청),하차,656,903,1859,3523,3559,4147,4313,4822,4665,4775,4601,3992,3579,2947,2543,2928,1930,894
2024-07-28,8호선,잠실(송파구청),승차,74,80,134,191,210,326,470,642,930,1100,1287,1282,1277,1131,1294,1318,690,184
2024-07-28,8호선,잠실(송파구청),하차,148,264,506,767,1055,1301,1377,1504,1357,1211,1099,1062,738,491,356,228,125,105
2024-07-29,2호선,잠실(송파구청),승차,2046,5368,7339,4545,2899,2758,3028,3507,3631,4667,5612,7199,9509,6118,6453,5070,3279,822
2024-07-29,2호선,잠실(송파구청),하차,1311,3390,7752,6856,5512,4955,4456,4389,3911,4248,4871,6467,9385,5856,3532,2960,2521,1153
2024-07-29,8호선,잠실(송파구청),승차,154,399,510,386,377,469,541,714,855,1169,1407,1878,2868,1534,1474,1236,770,216
2024-07-29,8호선,잠실(송파구청),하차,425,1349,3411,1907,1431,1378,1105,1061,996,1036,913,1172,1569,726,437,286,194,101
2024-07-30,2호선,잠실(송파구청),승차,2308,5437,7386,4605,2937,2959,3432,3781,4051,5194,6352,8274,9898,6386,6173,6365,4131,1048
2024-07-30,2호선,잠실(송파구청),하차,1286,3459,7812,7418,5789,4986,4462,4221,4340,4460,5133,7152,9997,5983,3932,4189,3035,1485
2024-07-30,8호선,잠실(송파구청),승차,179,402,521,374,325,445,573,736,890,1204,1475,2002,2901,1546,1401,1392,919,265
2024-07-30,8호선,잠실(송파구청),하차,382,1413,3566,1987,1411,1333,1141,1114,1036,1004,980,1450,1676,827,452,296,227,113
2024-07-31,2호선,잠실(송파구청),승차,2157,5465,7318,4675,2917,3002,3446,3958,4252,5356,6816,8429,9951,6513,6390,6400,4301,1161
2024-07-31,2호선,잠실(송파구청),하차,1252,3460,7816,7346,5882,4583,4356,4783,4275,4817,5466,7403,10373,6113,3976,3640,3701,1732
2024-07-31,8호선,잠실(송파구청),승차,165,397,507,347,367,506,602,797,1007,1277,1493,1958,2840,1658,1533,1519,1037,349
2024-07-31,8호선,잠실(송파구청),하차,402,1372,3537,2100,1533,1271,1335,1246,1149,1141,1205,1458,1925,837,521,349,225,222
2024-08-01,2호선,잠실(송파구청),승차,2107,5424,6869,4855,3031,2914,3500,3658,4210,5371,6363,8742,10601,6689,6970,6224,4542,1091
2024-08-01,2호선,잠실(송파구청),하차,1303,3643,8187,7570,5957,5104,4755,4603,4429,4894,5530,6979,10471,6151,3789,3720,3675,1522
2024-08-01,8호선,잠실(송파구청),승차,171,405,499,365,329,468,557,727,942,1267,1430,1977,2941,1550,1505,1335,1151,285
2024-08-01,8호선,잠실(송파구청),하차,492,1440,3420,2001,1428,1335,1245,1270,1018,976,1101,1375,1762,967,484,331,232,117
2024-08-02,2호선,잠실(송파구청),승차,2098,5215,6606,4444,2829,3114,3543,3847,4160,5283,6757,9036,9960,6295,6111,5888,4540,1304
2024-08-02,2호선,잠실(송파구청),하차,1343,3345,7252,6378,4888,5334,4693,5002,4618,5087,5549,7882,9806,6409,3716,3164,3433,1688
2024-08-02,8호선,잠실(송파구청),승차,165,374,514,334,349,522,657,728,955,1242,1597,1968,2748,1443,1307,1414,1050,397
2024-08-02,8호선,잠실(송파구청),하차,423,1310,3145,1767,1338,1364,1193,1221,1104,1076,1134,1468,2041,1000,486,356,261,172
2024-08-03,2호선,잠실(송파구청),승차,797,1062,1968,2404,2641,3025,3705,4216,4784,5686,7282,7347,5783,5236,6120,6375,4526,1093
2024-08-03,2호선,잠실(송파구청),하차,1057,1362,2438,4131,4789,5230,5509,6221,5624,6077,6158,5755,4502,3276,2883,3211,2659,1641
2024-08-03,8호선,잠실(송파구청),승차,107,114,167,287,311,405,627,815,1054,1281,1523,1520,1522,1298,1415,1437,1071,322
2024-08-03,8호선,잠실(송파구청),하차,245,360,751,944,1250,1708,1621,1802,1661,1479,1520,1284,964,699,426,318,223,130
2024-08-04,2호선,잠실(송파구청),승차,486,684,1187,1672,1867,2231,2806,3396,4078,4643,4917,5416,4977,4820,5998,5160,2881,633
2024-08-04,2호선,잠실(송파구청),하차,643,988,1854,3392,3693,4086,4403,4817,4806,4301,5070,3880,3344,2939,2639,2126,1735,838
2024-08-04,8호선,잠실(송파구청),승차,78,85,131,175,195,288,443,655,890,1178,1302,1267,1326,1119,1331,1169,724,171
2024-08-04,8호선,잠실(송파구청),하차,150,245,508,762,981,1302,1413,1376,1365,1228,1274,895,685,521,419,224,124,81
2024-08-05,2호선,잠실(송파구청),승차,1918,5439,7477,4819,2528,2651,2853,3094,3271,3971,4814,6480,8984,5722,5286,5287,2972,727
2024-08-05,2호선,잠실(송파구청),하차,1328,3487,7523,6055,4693,4173,3861,3673,3834,3868,4334,6311,9379,5655,3597,2972,2485,1023
2024-08-05,8호선,잠실(송파구청),승차,171,381,525,356,344,467,558,612,815,1059,1351,1906,2930,1577,1388,1338,793,182
2024-08-05,8호선,잠실(송파구청),하차,436,1474,3413,1887,1223,1124,1135,975,976,934,927,1234,1526,703,434,262,179,84
2024-08-06,2호선,잠실(송파구청),승차,2163,5649,7255,4786,2911,2639,2849,3153,3402,4264,5239,7189,9573,5774,5410,5241,4234,945
2024-08-06,2호선,잠실(송파구청),하차,1263,3385,7929,6270,4782,3846,3776,3432,3767,4135,4592,6659,9985,6015,3324,3297,3591,1351
2024-08-06,8호선,잠실(송파구청),승차,169,443,603,367,379,448,445,620,790,1076,1324,1875,2857,1524,1339,1227,1002,237
2024-08-06,8호선,잠실(송파구청),하차,519,1375,3613,1918,1191,1027,1000,1025,873,911,988,1240,1733,813,437,283,205,115
2024-08-07,2호선,잠실(송파구청),승차,2154,5446,7608,4829,2648,2703,2907,3299,3436,3936,5435,7692,9565,5957,5438,5463,3787,1006
2024-08-07,2호선,잠실(송파구청),하차,1281,3380,7995,6519,4185,3891,3527,3959,3819,4068,4840,6994,9921,6062,3538,3226,3803,1503
2024-08-07,8호선,잠실(송파구청),승차,168,429,588,410,354,459,477,675,811,1064,1247,1913,2899,1580,1325,1405,949,259
2024-08-07,8호선,잠실(송파구청),하차,492,1416,3593,1942,1232,1024,997,1070,915,945,1067,1288,1811,827,413,325,249,138
2024-08-08,2호선,잠실(송파구청),승차,1988,5105,7432,5111,3160,2903,3108,3310,3607,4283,5443,7445,9379,5860,5477,5899,4579,1128
2024-08-08,2호선,잠실(송파구청),하차,1208,3360,7914,6369,4578,4359,3768,4043,3735,4104,5037,7134,10054,6255,3651,3916,3333,1639
2024-08-08,8호선,잠실(송파구청),승차,192,394,611,435,347,451,501,635,843,1108,1345,1873,2752,1551,1331,1456,998,273
2024-08-08,8호선,잠실(송파구청),하차,487,1418,3620,1962,1089,1227,970,1088,900,952,1025,1327,1813,853,428,338,236,126
2024-08-09,2호선,잠실(송파구청),승차,2121,5408,7162,4653,2936,2930,3230,3618,3847,4435,5914,8287,9603,6044,5860,5627,4304,1259
2024-08-09,2호선,잠실(송파구청),하차,1247,3165,7156,5775,5048,4268,4304,4208,4220,4536,5312,7392,10369,7122,3661,3025,3715,1923
2024-08-09,8호선,잠실(송파구청),승차,173,404,536,405,364,558,595,751,855,1197,1482,2042,2870,1489,1330,1451,978,356
2024-08-09,8호선,잠실(송파구청),하차,414,1349,3244,1694,1202,1219,1107,1098,939,1031,1082,1448,2130,1035,550,351,295,135
2024-08-10,2호선,잠실(송파구청),승차,922,1120,2092,2523,2637,2955,3790,4573,4873,5699,7023,6999,5994,5547,6310,6768,4094,1163
2024-08-10,2호선,잠실(송파구청),하차,1093,1335,2429,4010,4723,5370,6085,6156,5899,6359,6079,5697,5057,3624,2869,2945,2731,1667
2024-08-10,8호선,잠실(송파구청),승차,165,177,327,317,415,698,927,1300,1729,2126,2484,2412,2234,2202,2278,2341,1444,412
2024-08-10,8호선,잠실(송파구청),하차,385,437,834,1211,1859,2402,2646,2785,2518,2811,2485,2110,1804,1129,681,484,241,155
2024-08-11,2호선,잠실(송파구청),승차,544,701,1194,1727,1910,2398,2882,3345,3867,4661,5452,5991,5058,4758,5721,5176,2879,625
2024-08-11,2호선,잠실(송파구청),하차,700,829,2052,3691,3387,4158,4380,4393,4868,4695,4595,4044,3570,2632,2542,2518,1771,1064
2024-08-11,8호선,잠실(송파구청),승차,99,104,159,223,256,445,580,1035,1412,1721,1912,1872,1792,1587,1578,1409,816,239
2024-08-11,8호선,잠실(송파구청),하차,166,313,576,1014,1333,1829,2159,2064,1941,2058,1689,1291,990,651,403,296,132,81
2024-08-12,2호선,잠실(송파구청),승차,2012,5402,7382,4613,2722,2639,2810,3116,3350,4133,4805,6536,8751,5879,5406,4869,3343,771
2024-08-12,2호선,잠실(송파구청),하차,1295,3355,7490,6259,4790,4135,3977,3672,3651,3934,4011,6203,8631,5830,3370,2917,2717,1168
2024-08-12,8호선,잠실(송파구청),승차,167,334,522,384,381,515,588,739,1023,1311,1587,2192,3405,1770,1649,1357,999,274
2024-08-12,8호선,잠실(송파구청),하차,585,1767,3866,2013,1445,1421,1400,1200,1098,1117,1032,1198,1583,829,486,301,197,103
2024-08-13,2호선,잠실(송파구청),승차,2132,5202,7207,4778,2753,2686,2987,3292,3531,4479,5551,7283,9456,5990,5753,5543,3860,941
2024-08-13,2호선,잠실(송파구청),하차,1300,3408,7650,6543,4779,4157,4068,3677,3867,3902,4882,6340,10353,6044,3532,3230,2946,1479
2024-08-13,8호선,잠실(송파구청),승차,176,327,489,420,378,473,628,821,1093,1323,1910,2423,3397,1798,1648,1545,1076,333
2024-08-13,8호선,잠실(송파구청),하차,530,1657,3974,2170,1486,1547,1527,1287,1100,1106,1136,1279,1682,824,444,332,222,148
2024-08-14,2호선,잠실(송파구청),승차,2172,5090,7060,4630,2760,2831,3046,3406,3664,4629,5688,8502,9720,6318,5745,5686,4504,1428
2024-08-14,2호선,잠실(송파구청),하차,1250,3386,7362,6046,5235,4125,4121,4337,4089,4471,5076,7292,9789,6035,3571,3542,3826,1914
2024-08-14,8호선,잠실(송파구청),승차,175,359,500,347,369,519,695,876,1037,1370,1773,2385,3112,1836,1713,1649,1269,474
2024-08-14,8호선,잠실(송파구청),하차,622,1576,3793,2118,1581,1575,1358,1283,1157,1195,1289,1524,2094,1161,578,362,312,157
2024-08-15,2호선,잠실(송파구청),승차,631,762,1260,1590,2038,2470,3119,3566,4169,5329,6966,6786,5544,4952,6209,6125,3417,808
2024-08-15,2호선,잠실(송파구청),하차,916,1222,2183,3880,4831,4968,4991,5349,4808,4915,4945,4721,3762,2664,2412,3169,1844,1206
2024-08-15,8호선,잠실(송파구청),승차,112,110,164,205,317,494,757,1058,1352,1793,2044,2072,1834,1723,1733,1667,924,271
2024-08-15,8호선,잠실(송파구청),하차,314,422,703,1173,1602,2348,2392,2378,2010,1913,1736,1444,1039,610,450,313,162,113
2024-08-16,2호선,잠실(송파구청),승차,1825,4444,5344,3441,2619,2788,3183,3396,3828,4801,6088,7530,7982,5638,5536,5120,4161,1132
2024-08-16,2호선,잠실(송파구청),하차,1147,2412,5086,5250,4505,4915,4386,4272,4366,4711,5304,6650,8396,5145,3095,3287,3017,1663
2024-08-16,8호선,잠실(송파구청),승차,175,317,394,320,382,553,677,909,1109,1451,1695,2043,2681,1599,1564,1459,1129,446
2024-08-16,8호선,잠실(송파구청),하차,456,1169,2714,1718,1570,1449,1524,1418,1189,1279,1323,1536,1828,970,501,308,256,165
2024-08-17,2호선,잠실(송파구청),승차,791,1008,1897,2429,2586,2796,3840,4113,4575,5445,6901,6810,5695,5092,6007,6265,3687,1090
2024-08-17,2호선,잠실(송파구청),하차,975,1330,2412,3598,4565,5146,5399,5806,5486,5447,5928,5191,4184,3251,2790,2743,2608,1579
2024-08-17,8호선,잠실(송파구청),승차,104,141,239,272,292,477,702,1055,1329,1619,1904,1909,1782,1588,1703,1748,1051,424
2024-08-17,8호선,잠실(송파구청),하차,302,426,766,1199,1556,2026,2248,1962,2059,2073,1684,1565,1155,758,453,333,222,150
2024-08-18,2호선,잠실(송파구청),승차,512,671,1273,1632,1768,2003,2730,3060,3810,4542,5469,5478,4769,4274,5497,4508,2224,621
2024-08-18,2호선,잠실(송파구청),하차,657,904,1738,3046,3536,3828,3869,4568,4478,4153,3974,3941,3197,2681,2665,2043,1857,904
2024-08-18,8호선,잠실(송파구청),승차,77,97,144,208,230,381,552,789,1064,1420,1509,1567,1589,1236,1634,1324,714,211
