date,parking_usage,usage_time,source_rows,parking_lot_count,weather_code,precipitation_sum,snowfall_sum,weather_category,weather_label,weather_label_ko,year
2021-12-14,3420,956024,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2021
2021-12-15,3665,1008069,5,5,53,2.5,0.0,precipitation,Precipitation,비/눈,2021
2021-12-16,3999,970509,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2021
2021-12-17,3297,823169,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-18,2382,213690,5,5,75,2.0,1.4,precipitation,Precipitation,비/눈,2021
2021-12-19,2834,223482,5,5,73,1.3,0.91,precipitation,Precipitation,비/눈,2021
2021-12-20,3974,952530,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-21,4163,993047,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-22,4332,997992,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-12-23,4067,975455,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-24,4062,793983,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-25,3378,263908,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-12-26,2615,207898,5,5,0,0.0,0.0,clear,Clear,맑음,2021
2021-12-27,3229,837978,5,5,71,0.1,0.07,precipitation,Precipitation,비/눈,2021
2021-12-28,3452,810747,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-29,3456,800147,5,5,71,0.9,0.28,precipitation,Precipitation,비/눈,2021
2021-12-30,3473,780911,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2021
2021-12-31,3509,543812,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2021
2022-01-01,4645,288129,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-02,3393,252090,5,5,71,0.2,0.14,precipitation,Precipitation,비/눈,2022
2022-01-03,3819,1068203,5,5,71,0.1,0.07,precipitation,Precipitation,비/눈,2022
2022-01-04,3743,1041649,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-05,3942,1011837,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-06,4008,1025751,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-07,4263,956586,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-01-08,3558,293073,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-09,3678,282889,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-10,3856,1065259,5,5,71,0.9,0.63,precipitation,Precipitation,비/눈,2022
2022-01-11,3331,923146,5,5,73,0.8,0.56,precipitation,Precipitation,비/눈,2022
2022-01-12,3608,971814,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-13,3571,974202,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-14,3964,911847,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-15,3647,312567,5,5,71,0.3,0.21,precipitation,Precipitation,비/눈,2022
2022-01-16,3648,288119,5,5,71,0.1,0.07,precipitation,Precipitation,비/눈,2022
2022-01-17,3400,982553,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-18,3577,947262,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-19,3005,771111,5,5,73,1.4,0.98,precipitation,Precipitation,비/눈,2022
2022-01-20,3632,916466,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-01-21,4054,924310,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-01-22,4056,324489,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-23,4399,358410,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-24,4264,1051575,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-25,3714,944063,5,5,71,0.5,0.28,precipitation,Precipitation,비/눈,2022
2022-01-26,3901,927538,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-27,3838,914989,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-28,3910,786373,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-29,3280,240211,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-30,3692,253347,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-01-31,3007,163143,5,5,73,1.0,0.77,precipitation,Precipitation,비/눈,2022
2022-02-01,2646,120786,5,5,73,1.0,0.7,precipitation,Precipitation,비/눈,2022
2022-02-02,3249,184505,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-03,3336,785997,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-04,3680,836339,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-05,3177,39390,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-06,1943,124,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-07,1551,100334,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-08,3825,947443,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-09,3907,971151,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-10,4069,975733,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-11,4493,920498,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-12,5233,427075,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-13,5267,406456,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-14,3998,1017673,5,5,73,1.6,0.56,precipitation,Precipitation,비/눈,2022
2022-02-15,3576,952544,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-16,3418,921969,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-17,3720,914185,5,5,1,0.0,0.0,clear,Clear,맑음,2022
2022-02-18,4318,880628,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-19,3578,287717,5,5,71,0.4,0.28,precipitation,Precipitation,비/눈,2022
2022-02-20,3507,236579,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-02-21,3438,946494,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-22,3530,901151,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-23,3449,876505,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-02-24,3587,814723,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-02-25,4261,856237,5,5,1,0.0,0.0,clear,Clear,맑음,2022
2022-02-26,3342,270321,5,5,51,0.7,0.0,precipitation,Precipitation,비/눈,2022
2022-02-27,5896,438988,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-02-28,4884,838629,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-01,4066,287403,5,5,51,1.3,0.0,precipitation,Precipitation,비/눈,2022
2022-03-02,4477,1046216,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-03-03,4662,1018230,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-03-04,4655,895279,5,5,55,1.9,0.0,precipitation,Precipitation,비/눈,2022
2022-03-05,4542,322868,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-06,5211,378838,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-07,3870,977384,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-08,4373,945230,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-09,6280,532102,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-10,4269,960290,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-11,5403,955930,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-03-12,6240,566247,5,5,53,0.6,0.0,precipitation,Precipitation,비/눈,2022
2022-03-13,3670,300878,5,5,63,12.6,0.0,precipitation,Precipitation,비/눈,2022
2022-03-14,2915,600515,5,5,63,11.7,0.0,precipitation,Precipitation,비/눈,2022
2022-03-15,3323,628572,4,4,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-16,4041,679252,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-17,3767,910388,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2022
2022-03-18,4212,859364,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2022
2022-03-19,3771,281653,5,5,75,12.9,5.74,precipitation,Precipitation,비/눈,2022
2022-03-20,6033,461908,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-21,4172,983790,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-22,4518,975941,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-23,4160,970939,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-24,4275,972129,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-25,3747,867170,5,5,63,8.2,0.0,precipitation,Precipitation,비/눈,2022
2022-03-26,5914,466522,5,5,63,23.7,0.0,precipitation,Precipitation,비/눈,2022
2022-03-27,8465,671739,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-28,5472,1084187,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-29,5305,1028780,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-03-30,4123,931326,5,5,61,3.0,0.0,precipitation,Precipitation,비/눈,2022
2022-03-31,5152,1004756,5,5,55,2.3,0.0,precipitation,Precipitation,비/눈,2022
2022-04-01,6824,1063539,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-02,10280,915888,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-04-03,10044,979618,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-04-04,7079,1239592,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-05,7378,1242742,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-06,8886,1339608,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-07,9347,1199576,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-08,11985,1521227,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-04-09,15136,1539132,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-10,15521,1440575,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-11,12849,1655141,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-12,7932,1247507,5,5,51,0.7,0.0,precipitation,Precipitation,비/눈,2022
2022-04-13,4475,963039,5,5,55,3.3,0.0,precipitation,Precipitation,비/눈,2022
2022-04-14,5322,1032314,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2022
2022-04-15,7355,1084312,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-04-16,10770,982357,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-17,10965,1085168,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-18,6012,1139333,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-19,5599,1105262,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-04-20,5760,1139568,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-04-21,5826,1159104,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-22,5153,1003856,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-23,10366,1083127,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-24,9951,1022900,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-04-25,4934,1137379,5,5,63,3.7,0.0,precipitation,Precipitation,비/눈,2022
2022-04-26,6173,1177783,5,5,63,5.2,0.0,precipitation,Precipitation,비/눈,2022
2022-04-27,6048,1154823,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-28,6153,1155610,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-04-29,5750,1060276,5,5,63,17.7,0.0,precipitation,Precipitation,비/눈,2022
2022-04-30,7641,745448,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2022
2022-05-01,9178,881691,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-02,5672,1179238,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-03,5716,1136914,5,5,1,0.0,0.0,clear,Clear,맑음,2022
2022-05-04,6594,1183182,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-05-05,9811,1190421,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-06,7915,1093477,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-07,8885,873469,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2022
2022-05-08,5499,557736,5,5,61,4.2,0.0,precipitation,Precipitation,비/눈,2022
2022-05-09,6072,1198733,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-10,5931,1133614,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-11,5790,1163177,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-12,6067,1163463,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-13,6678,1097881,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-14,8537,882264,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-15,9511,1034748,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-16,5838,1203117,5,5,2,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-17,5793,1152183,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-05-18,5328,1112992,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2022
2022-05-19,5464,1114964,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-20,6441,1105540,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2022
2022-05-21,9485,1050982,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-22,9760,1094266,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-23,5454,1140557,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-24,5655,1162745,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-25,4656,1062409,5,5,63,9.4,0.0,precipitation,Precipitation,비/눈,2022
2022-05-26,5385,1083928,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2022
2022-05-27,6343,1104012,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-28,8851,985135,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-05-29,9339,1071854,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-05-30,4965,1085142,5,5,51,1.0,0.0,precipitation,Precipitation,비/눈,2022
2022-05-31,6355,1130019,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-01,9154,1077494,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-02,5701,1142844,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-03,6715,1128131,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-04,9074,1067325,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-05,9740,1008122,5,5,61,3.4,0.0,precipitation,Precipitation,비/눈,2022
2022-06-06,7713,688058,5,5,63,17.3,0.0,precipitation,Precipitation,비/눈,2022
2022-06-07,5307,1130099,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-06-08,5354,1140743,5,5,51,0.9,0.0,precipitation,Precipitation,비/눈,2022
2022-06-09,4878,1034016,5,5,53,3.3,0.0,precipitation,Precipitation,비/눈,2022
2022-06-10,5325,1022678,5,5,53,0.7,0.0,precipitation,Precipitation,비/눈,2022
2022-06-11,9577,1104639,5,5,63,4.8,0.0,precipitation,Precipitation,비/눈,2022
2022-06-12,9638,1172412,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2022
2022-06-13,5000,1095491,5,5,63,12.2,0.0,precipitation,Precipitation,비/눈,2022
2022-06-14,4608,1028891,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2022
2022-06-15,3785,941892,5,5,63,19.1,0.0,precipitation,Precipitation,비/눈,2022
2022-06-16,5420,1098478,5,5,53,1.5,0.0,precipitation,Precipitation,비/눈,2022
2022-06-17,6074,1075166,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-18,7637,752560,5,5,51,0.6,0.0,precipitation,Precipitation,비/눈,2022
2022-06-19,7958,875067,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-06-20,5228,1112778,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2022
2022-06-21,5437,1107173,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-22,5904,1142805,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-06-23,3435,892006,5,5,63,44.2,0.0,precipitation,Precipitation,비/눈,2022
2022-06-24,5062,986829,5,5,63,6.7,0.0,precipitation,Precipitation,비/눈,2022
2022-06-25,7895,832364,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-06-26,6640,665668,5,5,53,1.5,0.0,precipitation,Precipitation,비/눈,2022
2022-06-27,3796,974796,5,5,65,19.3,0.0,precipitation,Precipitation,비/눈,2022
2022-06-28,3716,945387,5,5,63,9.1,0.0,precipitation,Precipitation,비/눈,2022
2022-06-29,3194,917541,5,5,65,78.7,0.0,precipitation,Precipitation,비/눈,2022
2022-06-30,2025,283352,5,5,65,84.3,0.0,precipitation,Precipitation,비/눈,2022
2022-07-01,1346,64186,4,4,51,0.6,0.0,precipitation,Precipitation,비/눈,2022
2022-07-02,6857,670357,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-07-03,8021,860093,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2022
2022-07-04,4800,1033196,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2022
2022-07-05,4556,1008888,5,5,63,7.5,0.0,precipitation,Precipitation,비/눈,2022
2022-07-06,4250,991629,5,5,61,2.0,0.0,precipitation,Precipitation,비/눈,2022
2022-07-07,3817,947427,5,5,63,23.8,0.0,precipitation,Precipitation,비/눈,2022
2022-07-08,5102,970402,5,5,51,1.3,0.0,precipitation,Precipitation,비/눈,2022
2022-07-09,7622,833212,5,5,51,1.2,0.0,precipitation,Precipitation,비/눈,2022
2022-07-10,7359,796029,5,5,61,2.8,0.0,precipitation,Precipitation,비/눈,2022
2022-07-11,4470,1057580,5,5,55,2.5,0.0,precipitation,Precipitation,비/눈,2022
2022-07-12,4758,1054766,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-07-13,3169,755110,5,5,65,59.0,0.0,precipitation,Precipitation,비/눈,2022
2022-07-14,4968,1046879,5,5,55,1.9,0.0,precipitation,Precipitation,비/눈,2022
2022-07-15,6017,1044410,5,5,51,0.4,0.0,precipitation,Precipitation,비/눈,2022
2022-07-16,7187,726130,5,5,51,2.1,0.0,precipitation,Precipitation,비/눈,2022
2022-07-17,7874,826869,5,5,61,1.8,0.0,precipitation,Precipitation,비/눈,2022
2022-07-18,5094,1090577,5,5,51,0.7,0.0,precipitation,Precipitation,비/눈,2022
2022-07-19,5197,1060870,5,5,55,3.3,0.0,precipitation,Precipitation,비/눈,2022
2022-07-20,4520,1033099,5,5,53,1.3,0.0,precipitation,Precipitation,비/눈,2022
2022-07-21,4663,989174,5,5,63,22.6,0.0,precipitation,Precipitation,비/눈,2022
2022-07-22,5960,1054871,5,5,53,3.0,0.0,precipitation,Precipitation,비/눈,2022
2022-07-23,4807,507947,5,5,65,31.9,0.0,precipitation,Precipitation,비/눈,2022
2022-07-24,6584,609510,5,5,63,4.4,0.0,precipitation,Precipitation,비/눈,2022
2022-07-25,5747,1132347,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-07-26,5590,1109987,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-07-27,5432,1087760,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-07-28,5836,1093212,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2022
2022-07-29,6479,1076640,5,5,53,1.3,0.0,precipitation,Precipitation,비/눈,2022
2022-07-30,7771,697376,5,5,63,9.2,0.0,precipitation,Precipitation,비/눈,2022
2022-07-31,4666,413093,5,5,65,37.6,0.0,precipitation,Precipitation,비/눈,2022
2022-08-01,6082,1157545,5,5,65,31.3,0.0,precipitation,Precipitation,비/눈,2022
2022-08-02,4366,1011470,5,5,63,19.5,0.0,precipitation,Precipitation,비/눈,2022
2022-08-03,5586,1063993,5,5,65,39.6,0.0,precipitation,Precipitation,비/눈,2022
2022-08-04,6308,1130865,5,5,53,2.4,0.0,precipitation,Precipitation,비/눈,2022
2022-08-05,6758,1110119,5,5,51,1.4,0.0,precipitation,Precipitation,비/눈,2022
2022-08-06,6658,582867,5,5,63,8.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-07,6295,583600,5,5,63,14.8,0.0,precipitation,Precipitation,비/눈,2022
2022-08-08,3206,881719,5,5,65,61.0,0.0,precipitation,Precipitation,비/눈,2022
2022-08-09,142,3410,3,3,65,107.5,0.0,precipitation,Precipitation,비/눈,2022
2022-08-10,16,50,2,2,63,19.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-11,337,95060,1,1,63,29.6,0.0,precipitation,Precipitation,비/눈,2022
2022-08-12,2918,268725,3,3,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-08-13,4284,309766,3,3,63,11.5,0.0,precipitation,Precipitation,비/눈,2022
2022-08-14,6042,482625,3,3,51,1.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-15,4114,314952,3,3,63,8.9,0.0,precipitation,Precipitation,비/눈,2022
2022-08-16,5294,875000,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-17,5494,1042965,5,5,63,4.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-18,5617,1060027,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-08-19,4266,842027,5,5,65,35.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-20,7480,729754,5,5,65,23.7,0.0,precipitation,Precipitation,비/눈,2022
2022-08-21,8317,826761,5,5,53,1.6,0.0,precipitation,Precipitation,비/눈,2022
2022-08-22,4953,1035192,5,5,61,2.9,0.0,precipitation,Precipitation,비/눈,2022
2022-08-23,5826,1054077,5,5,63,10.3,0.0,precipitation,Precipitation,비/눈,2022
2022-08-24,6458,1116072,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-08-25,5579,1011222,5,5,61,6.0,0.0,precipitation,Precipitation,비/눈,2022
2022-08-26,8056,1141891,5,5,51,1.4,0.0,precipitation,Precipitation,비/눈,2022
2022-08-27,10929,1028700,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-08-28,11726,1210987,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-08-29,5262,1054862,5,5,53,2.2,0.0,precipitation,Precipitation,비/눈,2022
2022-08-30,3613,889826,5,5,63,39.5,0.0,precipitation,Precipitation,비/눈,2022
2022-08-31,5876,1081913,5,5,51,0.1,0.0,precipitation,Precipitation,비/눈,2022
2022-09-01,6992,1151568,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-02,8137,1217090,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-03,9865,988395,5,5,51,0.2,0.0,precipitation,Precipitation,비/눈,2022
2022-09-04,3707,313497,5,5,63,31.2,0.0,precipitation,Precipitation,비/눈,2022
2022-09-05,1768,577512,5,5,65,82.5,0.0,precipitation,Precipitation,비/눈,2022
2022-09-06,3233,323047,4,4,65,68.7,0.0,precipitation,Precipitation,비/눈,2022
2022-09-07,6397,974806,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-08,7639,1011779,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-09,11794,833548,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-10,12407,926277,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-11,12421,986145,5,5,61,2.2,0.0,precipitation,Precipitation,비/눈,2022
2022-09-12,9500,932529,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-13,5629,1071506,5,5,51,0.5,0.0,precipitation,Precipitation,비/눈,2022
2022-09-14,6116,1128490,5,5,55,1.3,0.0,precipitation,Precipitation,비/눈,2022
2022-09-15,6260,1122492,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-16,5487,993598,5,5,63,12.5,0.0,precipitation,Precipitation,비/눈,2022
2022-09-17,9676,952419,5,5,65,16.5,0.0,precipitation,Precipitation,비/눈,2022
2022-09-18,10359,1022107,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-19,6362,1177988,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-20,6226,1170862,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-21,7038,1238661,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-22,6293,1196758,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-23,5828,962493,5,5,63,4.6,0.0,precipitation,Precipitation,비/눈,2022
2022-09-24,9773,1129453,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-25,9625,1167980,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-26,5783,1172414,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-27,5900,1185277,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-28,4158,632082,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-29,5477,1141360,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-09-30,6663,1193057,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-10-01,8369,978207,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-10-02,6279,638001,5,5,65,24.8,0.0,precipitation,Precipitation,비/눈,2022
2022-10-03,2226,234337,5,5,65,81.2,0.0,precipitation,Precipitation,비/눈,2022
2022-10-04,4649,1104955,5,5,63,28.0,0.0,precipitation,Precipitation,비/눈,2022
2022-10-05,5366,1170777,5,5,53,1.9,0.0,precipitation,Precipitation,비/눈,2022
2022-10-06,5054,1104734,5,5,51,1.0,0.0,precipitation,Precipitation,비/눈,2022
2022-10-07,5900,1083068,5,5,51,0.3,0.0,precipitation,Precipitation,비/눈,2022
2022-10-08,3817,860197,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-10-09,3951,365747,5,5,63,23.9,0.0,precipitation,Precipitation,비/눈,2022
2022-10-10,3304,269028,5,5,51,0.9,0.0,precipitation,Precipitation,비/눈,2022
2022-10-11,4621,1106721,5,5,0,0.0,0.0,clear,Clear,맑음,2022
2022-10-12,5143,1271600,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-10-13,5328,1248751,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
2022-10-14,5920,1173542,5,5,3,0.0,0.0,cloudy,Cloudy,흐림,2022
